sheet,support_item_number,support_item_name,registration_group_number,registration_group_name,support_category_number,support_category_number_pace,support_category_name,support_category_name_pace,unit,quote,start_date,start_date_iso,end_date,end_date_iso,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Remote,Very Remote,Non-Face-to-Face Support Provision,Provider Travel,Short Notice Cancellations,NDIA Requested Reports,Irregular SIL Supports,type
Current Support Items,01_607_0114_1_1,Delivery of Health Supports by a Registered Nurse - Weekday Evening,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$136.41,$136.41,$136.41,$136.41,$136.41,$136.41,$136.41,$136.41,$190.97,$204.62,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_608_0114_1_1,Delivery of Health Supports by a Registered Nurse - Saturday,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$176.47,$176.47,$176.47,$176.47,$176.47,$176.47,$176.47,$176.47,$247.06,$264.71,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_609_0114_1_1,Delivery of Health Supports by a Registered Nurse - Sunday,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$202.87,$202.87,$202.87,$202.87,$202.87,$202.87,$202.87,$202.87,$284.02,$304.31,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_610_0114_1_1,Delivery of Health Supports by a Registered Nurse - Public Holiday,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$229.27,$229.27,$229.27,$229.27,$229.27,$229.27,$229.27,$229.27,$320.98,$343.91,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_611_0114_1_1,Delivery of Health Supports by a Registered Nurse - Weekday Night,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$138.95,$138.95,$138.95,$138.95,$138.95,$138.95,$138.95,$138.95,$194.53,$208.43,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_612_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Weekday Daytime,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$143.04,$143.04,$143.04,$143.04,$143.04,$143.04,$143.04,$143.04,$200.26,$214.56,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_613_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Weekday Evening,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$157.77,$157.77,$157.77,$157.77,$157.77,$157.77,$157.77,$157.77,$220.88,$236.66,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_614_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Saturday,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$204.12,$204.12,$204.12,$204.12,$204.12,$204.12,$204.12,$204.12,$285.77,$306.18,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_615_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Sunday,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$234.67,$234.67,$234.67,$234.67,$234.67,$234.67,$234.67,$234.67,$328.54,$352.01,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_616_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Public Holiday,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$265.20,$265.20,$265.20,$265.20,$265.20,$265.20,$265.20,$265.20,$371.28,$397.80,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_617_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Weekday Night,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$160.73,$160.73,$160.73,$160.73,$160.73,$160.73,$160.73,$160.73,$225.02,$241.10,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_618_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$169.16,$169.16,$169.16,$169.16,$169.16,$169.16,$169.16,$169.16,$236.82,$253.74,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_619_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$186.63,$186.63,$186.63,$186.63,$186.63,$186.63,$186.63,$186.63,$261.28,$279.95,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_620_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$241.52,$241.52,$241.52,$241.52,$241.52,$241.52,$241.52,$241.52,$338.13,$362.28,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_621_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$277.69,$277.69,$277.69,$277.69,$277.69,$277.69,$277.69,$277.69,$388.77,$416.54,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_622_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$313.86,$313.86,$313.86,$313.86,$313.86,$313.86,$313.86,$313.86,$439.40,$470.79,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_623_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$190.12,$190.12,$190.12,$190.12,$190.12,$190.12,$190.12,$190.12,$266.17,$285.18,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_624_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$176.85,$176.85,$176.85,$176.85,$176.85,$176.85,$176.85,$176.85,$247.59,$265.28,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_625_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$195.09,$195.09,$195.09,$195.09,$195.09,$195.09,$195.09,$195.09,$273.13,$292.64,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_626_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Saturday,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$252.51,$252.51,$252.51,$252.51,$252.51,$252.51,$252.51,$252.51,$353.51,$378.77,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_627_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Sunday,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$290.33,$290.33,$290.33,$290.33,$290.33,$290.33,$290.33,$290.33,$406.46,$435.50,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_628_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$328.16,$328.16,$328.16,$328.16,$328.16,$328.16,$328.16,$328.16,$459.42,$492.24,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_629_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$198.75,$198.75,$198.75,$198.75,$198.75,$198.75,$198.75,$198.75,$278.25,$298.13,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_650_0118_1_3,Assessment Recommendation Therapy or Training - EC - Occupational Therapist,0118,Early Intervention Supports For Early Childhood,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_653_0118_1_3,Assessment Recommendation Therapy or Training - EC - Speech Pathologist,0118,Early Intervention Supports For Early Childhood,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_661_0128_1_3,Assessment Recommendation Therapy or Training Supports - Occupational Therapist,0128,Therapeutic Supports,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_663_0118_1_3,Assessment Recommendation Therapy or Training - EC - Podiatrist,0118,Early Intervention Supports For Early Childhood,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$188.99,$188.99,$188.99,$188.99,$188.99,$188.99,$188.99,$188.99,$264.59,$283.49,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_663_0128_1_3,Assessment Recommendation Therapy or Training Supports - Podiatrist,0128,Therapeutic Supports,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$188.99,$188.99,$188.99,$188.99,$188.99,$188.99,$188.99,$188.99,$264.59,$283.49,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_665_0128_1_3,Assessment Recommendation Therapy or Training Supports - Speech Pathologist,0128,Therapeutic Supports,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_700_0118_1_3,Assessment Recommendation Therapy or Training - EC - Psychologist,0118,Early Intervention Supports For Early Childhood,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$232.99,$232.99,$232.99,$232.99,$232.99,$232.99,$232.99,$232.99,$326.19,$349.49,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_701_0128_1_3,Assessment Recommendation Therapy or Training Supports - Psychologist,0128,Therapeutic Supports,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$232.99,$232.99,$232.99,$232.99,$232.99,$232.99,$232.99,$232.99,$326.19,$349.49,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_720_0118_1_3,Assessment Recommendation Therapy or Training - EC - Physiotherapist,0118,Early Intervention Supports For Early Childhood,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$183.99,$183.99,$183.99,$183.99,$183.99,$183.99,$183.99,$183.99,$257.59,$275.99,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_721_0128_1_3,Assessment Recommendation Therapy or Training Supports - Physiotherapist,0128,Therapeutic Supports,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$183.99,$183.99,$183.99,$183.99,$183.99,$183.99,$183.99,$183.99,$257.59,$275.99,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_740_0118_1_3,Assessment Recommendation Therapy or Training - EC - Other Professional,0118,Early Intervention Supports For Early Childhood,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_741_0128_1_3,Assessment Recommendation Therapy or Training Supports - Other Professional,0128,Therapeutic Supports,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$193.99,$271.59,$290.99,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_760_0118_1_3,Assessment Recommendation Therapy or Training - EC - Dietitian,0118,Early Intervention Supports For Early Childhood,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$188.99,$188.99,$188.99,$188.99,$188.99,$188.99,$188.99,$188.99,$264.59,$283.49,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_760_0128_3_3,Assessment Recommendation Therapy or Training Supports - Dietitian,0128,Therapeutic Supports,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,H,No,20250701,2025-07-01,99991231,9999-12-31,$188.99,$188.99,$188.99,$188.99,$188.99,$188.99,$188.99,$188.99,$264.59,$283.49,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_799_0102_1_1,Provider travel - non-labour costs,0102,Assistance to Access and Maintain Employment or higher education,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,01_799_0104_1_1,Provider travel - non-labour costs,0104,High Intensity Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,01_799_0106_1_1,Provider travel - non-labour costs,0106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,01_799_0107_1_1,Provider travel - non-labour costs,0107,Daily Personal Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,01_799_0110_1_1,Provider travel - non-labour costs,0110,Specialist Positive Behaviour Support,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,01_799_0114_1_1,Provider travel - non-labour costs,0114,Community Nursing Care,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,01_799_0115_1_1,Provider travel - non-labour costs,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,16,Assistance with Daily Life (Includes SIL),Home and Living,E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,01_799_0117_8_1,Provider travel - non-labour costs,0117,Development Of Daily Living And Life Skills,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,01_799_0118_1_1,Provider travel - non-labour costs,0118,Early Intervention Supports For Early Childhood,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,01_799_0119_1_1,Provider travel - non-labour costs,0119,Specialised Hearing Services,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,01_799_0120_1_1,Provider travel - non-labour costs,0120,Household Tasks,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,01_799_0126_1_1,Provider travel - non-labour costs,0126,Exercise Physiology & Personal Well-being Activities,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,01_799_0128_1_1,Provider travel - non-labour costs,0128,Therapeutic Supports,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,01_799_0129_1_1,Provider travel - non-labour costs,0129,Specialised Driver Training,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,01_799_0132_1_1,Provider travel - non-labour costs,0132,Support Coordination,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,01_799_0134_1_1,Provider travel - non-labour costs,0134,Hearing Services,1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,01_799_0135_1_1,Provider travel - non-labour costs,0135,Customised Prosthetics (includes Orthotics),1,1,Assistance with Daily Life (Includes SIL),Assistance with Daily Life,E,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
Current Support Items,01_801_0115_1_1,Assistance in Supported Independent Living - Standard - Weekday Daytime,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,16,Assistance with Daily Life (Includes SIL),Home and Living,H,No,20250701,2025-07-01,99991231,9999-12-31,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$70.23,$98.32,$105.35,Y,Y,Y,N,Y,Price Limited Supports
Current Support Items,01_802_0115_1_1,Assistance in Supported Independent Living - Standard - Weekday Evening,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,16,Assistance with Daily Life (Includes SIL),Home and Living,H,No,20250701,2025-07-01,99991231,9999-12-31,$77.38,$77.38,$77.38,$77.38,$77.38,$77.38,$77.38,$77.38,$108.33,$116.07,Y,Y,Y,N,Y,Price Limited Supports
Current Support Items,01_803_0115_1_1,Assistance in Supported Independent Living - Standard - Weekday Night,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,16,Assistance with Daily Life (Includes SIL),Home and Living,H,No,20250701,2025-07-01,99991231,9999-12-31,$78.81,$78.81,$78.81,$78.81,$78.81,$78.81,$78.81,$78.81,$110.33,$118.22,Y,Y,Y,N,Y,Price Limited Supports
Current Support Items,01_804_0115_1_1,Assistance in Supported Independent Living - Standard - Saturday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,16,Assistance with Daily Life (Includes SIL),Home and Living,H,No,20250701,2025-07-01,99991231,9999-12-31,$98.83,$98.83,$98.83,$98.83,$98.83,$98.83,$98.83,$98.83,$138.36,$148.25,Y,Y,Y,N,Y,Price Limited Supports
Current Support Items,01_805_0115_1_1,Assistance in Supported Independent Living - Standard - Sunday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,16,Assistance with Daily Life (Includes SIL),Home and Living,H,No,20250701,2025-07-01,99991231,9999-12-31,$127.43,$127.43,$127.43,$127.43,$127.43,$127.43,$127.43,$127.43,$178.40,$191.15,Y,Y,Y,N,Y,Price Limited Supports
Current Support Items,01_806_0115_1_1,Assistance in Supported Independent Living - Standard - Public Holiday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,16,Assistance with Daily Life (Includes SIL),Home and Living,H,No,20250701,2025-07-01,99991231,9999-12-31,$156.03,$156.03,$156.03,$156.03,$156.03,$156.03,$156.03,$156.03,$218.44,$234.05,Y,Y,Y,N,Y,Price Limited Supports
Current Support Items,01_811_0115_1_1,Assistance in Supported Independent Living - High Intensity - Weekday Daytime,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,16,Assistance with Daily Life (Includes SIL),Home and Living,H,No,20250701,2025-07-01,99991231,9999-12-31,$75.98,$75.98,$75.98,$75.98,$75.98,$75.98,$75.98,$75.98,$106.37,$113.97,Y,Y,Y,N,Y,Price Limited Supports
Current Support Items,01_812_0115_1_1,Assistance in Supported Independent Living - High Intensity - Weekday Evening,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,16,Assistance with Daily Life (Includes SIL),Home and Living,H,No,20250701,2025-07-01,99991231,9999-12-31,$83.72,$83.72,$83.72,$83.72,$83.72,$83.72,$83.72,$83.72,$117.21,$125.58,Y,Y,Y,N,Y,Price Limited Supports
Current Support Items,01_813_0115_1_1,Assistance in Supported Independent Living - High Intensity - Weekday Night,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,16,Assistance with Daily Life (Includes SIL),Home and Living,H,No,20250701,2025-07-01,99991231,9999-12-31,$85.27,$85.27,$85.27,$85.27,$85.27,$85.27,$85.27,$85.27,$119.38,$127.91,Y,Y,Y,N,Y,Price Limited Supports
Current Support Items,01_814_0115_1_1,Assistance in Supported Independent Living - High Intensity - Saturday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,16,Assistance with Daily Life (Includes SIL),Home and Living,H,No,20250701,2025-07-01,99991231,9999-12-31,$106.93,$106.93,$106.93,$106.93,$106.93,$106.93,$106.93,$106.93,$149.70,$160.40,Y,Y,Y,N,Y,Price Limited Supports
Current Support Items,01_815_0115_1_1,Assistance in Supported Independent Living - High Intensity - Sunday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,16,Assistance with Daily Life (Includes SIL),Home and Living,H,No,20250701,2025-07-01,99991231,9999-12-31,$137.87,$137.87,$137.87,$137.87,$137.87,$137.87,$137.87,$137.87,$193.02,$206.81,Y,Y,Y,N,Y,Price Limited Supports
Current Support Items,01_816_0115_1_1,Assistance in Supported Independent Living - High Intensity - Public Holiday,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,16,Assistance with Daily Life (Includes SIL),Home and Living,H,No,20250701,2025-07-01,99991231,9999-12-31,$168.81,$168.81,$168.81,$168.81,$168.81,$168.81,$168.81,$168.81,$236.33,$253.22,Y,Y,Y,N,Y,Price Limited Supports
Current Support Items,01_821_0115_1_1,Assistance in Supported Independent Living - Weekly,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,16,Assistance with Daily Life (Includes SIL),Home and Living,WK,No,20250701,2025-07-01,99991231,9999-12-31,,,,,,,,,,,Y,Y,Y,N,Y,Price Limited Supports
Current Support Items,01_822_0115_1_1,Assistance in Supported Independent Living - Exit Accommodation Permanently,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,16,Assistance with Daily Life (Includes SIL),Home and Living,WK,No,20250701,2025-07-01,99991231,9999-12-31,,,,,,,,,,,N,N,N,N,N,Price Limited Supports
Current Support Items,01_832_0115_1_1,Assistance in Supported Independent Living - Night-Time Sleepover,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,16,Assistance with Daily Life (Includes SIL),Home and Living,E,No,20250701,2025-07-01,99991231,9999-12-31,$297.60,$297.60,$297.60,$297.60,$297.60,$297.60,$297.60,$297.60,$416.64,$446.40,Y,Y,Y,N,Y,Price Limited Supports
Current Support Items,01_850_0106_1_1,Individualised Living Options - Exploration and Design,0106,"Assistance In Coordinating Or Managing Life Stages, Transitions And Supports",1,16,Assistance with Daily Life (Includes SIL),Home and Living,H,No,20250701,2025-07-01,99991231,9999-12-31,$100.14,$100.14,$100.14,$100.14,$100.14,$100.14,$100.14,$100.14,$140.19,$150.21,Y,Y,Y,Y,N,Price Limited Supports
Current Support Items,01_851_0115_1_1,Individualised Living Options - Support Model,0115,Assistance With Daily Life Tasks In A Group Or Shared Living Arrangement,1,16,Assistance with Daily Life (Includes SIL),Home and Living,WK,Yes,20250701,2025-07-01,99991231,9999-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,Quotable Supports
Current Support Items,02_050_0108_1_1,Specialised Transport To School/Educational Facility/Employment/Community,0108,Assistance With Travel/Transport Arrangements,2,2,Transport,Transport,D,Yes,20250701,2025-07-01,99991231,9999-12-31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,Quotable Supports
Current Support Items,02_051_0108_1_1,Transport,0108,Assistance With Travel/Transport Arrangements,2,2,Transport,Transport,YR,No,20250701,2025-07-01,99991231,9999-12-31,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,$1.00,N,N,N,N,N,Unit Price = $1
