support_item_number,support_item_name,jurisdiction,price,unit,effective_start,effective_end,schedule,table
01_815_0115_1_1,Assistance in Supported Independent Living - High Intensity - Sunday,Very Remote,$216.63,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_816_0115_1_1,Assistance in Supported Independent Living - High Intensity - Public Holiday,National,$176.84,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_816_0115_1_1,Assistance in Supported Independent Living - High Intensity - Public Holiday,Remote,$247.58,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_816_0115_1_1,Assistance in Supported Independent Living - High Intensity - Public Holiday,Very Remote,$265.26,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_450_0138_1_1,Intensive and Complex Behaviour Supports - Weekday Daytime,National,$79.60,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_450_0138_1_1,Intensive and Complex Behaviour Supports - Weekday Daytime,Remote,$111.44,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_450_0138_1_1,Intensive and Complex Behaviour Supports - Weekday Daytime,Very Remote,$119.40,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_451_0138_1_1,Intensive and Complex Behaviour Supports - Weekday Evening,National,$87.70,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_451_0138_1_1,Intensive and Complex Behaviour Supports - Weekday Evening,Remote,$122.78,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_451_0138_1_1,Intensive and Complex Behaviour Supports - Weekday Evening,Very Remote,$131.55,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_452_0138_1_1,Intensive and Complex Behaviour Supports - Saturday,National,$112.01,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_452_0138_1_1,Intensive and Complex Behaviour Supports - Saturday,Remote,$156.81,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_452_0138_1_1,Intensive and Complex Behaviour Supports - Saturday,Very Remote,$168.02,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_453_0138_1_1,Intensive and Complex Behaviour Supports - Sunday,National,$144.42,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_453_0138_1_1,Intensive and Complex Behaviour Supports - Sunday,Remote,$202.19,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_453_0138_1_1,Intensive and Complex Behaviour Supports - Sunday,Very Remote,$216.63,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_454_0138_1_1,Intensive and Complex Behaviour Supports - Public Holiday,National,$176.84,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_454_0138_1_1,Intensive and Complex Behaviour Supports - Public Holiday,Remote,$247.58,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_454_0138_1_1,Intensive and Complex Behaviour Supports - Public Holiday,Very Remote,$265.26,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_455_0138_1_1,Intensive and Complex Behaviour Supports - Weekday Night,National,$89.32,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_455_0138_1_1,Intensive and Complex Behaviour Supports - Weekday Night,Remote,$125.05,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_455_0138_1_1,Intensive and Complex Behaviour Supports - Weekday Night,Very Remote,$133.98,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_811_0138_1_1,Supported Independent Living - High Intensity - Weekday Daytime,National,$79.60,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_811_0138_1_1,Supported Independent Living - High Intensity - Weekday Daytime,Remote,$111.44,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_811_0138_1_1,Supported Independent Living - High Intensity - Weekday Daytime,Very Remote,$119.40,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_812_0138_1_1,Supported Independent Living - High Intensity - Weekday Evening,National,$87.70,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_812_0138_1_1,Supported Independent Living - High Intensity - Weekday Evening,Remote,$122.78,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_812_0138_1_1,Supported Independent Living - High Intensity - Weekday Evening,Very Remote,$131.55,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_813_0138_1_1,Supported Independent Living - High Intensity - Weekday Night,National,$89.32,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_813_0138_1_1,Supported Independent Living - High Intensity - Weekday Night,Remote,$125.05,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_813_0138_1_1,Supported Independent Living - High Intensity - Weekday Night,Very Remote,$133.98,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_814_0138_1_1,Supported Independent Living - High Intensity - Saturday,National,$112.01,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_814_0138_1_1,Supported Independent Living - High Intensity - Saturday,Remote,$156.81,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_814_0138_1_1,Supported Independent Living - High Intensity - Saturday,Very Remote,$168.02,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_815_0138_1_1,Supported Independent Living - High Intensity - Sunday,National,$144.42,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_815_0138_1_1,Supported Independent Living - High Intensity - Sunday,Remote,$202.19,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_815_0138_1_1,Supported Independent Living - High Intensity - Sunday,Very Remote,$216.63,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_816_0138_1_1,Supported Independent Living - High Intensity - Public Holiday,National,$176.84,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_816_0138_1_1,Supported Independent Living - High Intensity - Public Holiday,Remote,$247.58,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_816_0138_1_1,Supported Independent Living - High Intensity - Public Holiday,Very Remote,$265.26,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_400_0104_1_1,Access Community Social and Rec Activ - High Intensity - Weekday Daytime,National,$79.60,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_400_0104_1_1,Access Community Social and Rec Activ - High Intensity - Weekday Daytime,Remote,$111.44,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_400_0104_1_1,Access Community Social and Rec Activ - High Intensity - Weekday Daytime,Very Remote,$119.40,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_401_0104_1_1,Access Community Social and Rec Activ - High Intensity - Weekday Evening,National,$87.70,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_401_0104_1_1,Access Community Social and Rec Activ - High Intensity - Weekday Evening,Remote,$122.78,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_401_0104_1_1,Access Community Social and Rec Activ - High Intensity - Weekday Evening,Very Remote,$131.55,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_402_0104_1_1,Access Community Social and Rec Activ - High Intensity - Saturday,National,$112.01,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_402_0104_1_1,Access Community Social and Rec Activ - High Intensity - Saturday,Remote,$156.81,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_402_0104_1_1,Access Community Social and Rec Activ - High Intensity - Saturday,Very Remote,$168.02,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_403_0104_1_1,Access Community Social and Rec Activ - High Intensity - Sunday,National,$144.42,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_403_0104_1_1,Access Community Social and Rec Activ - High Intensity - Sunday,Remote,$202.19,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_403_0104_1_1,Access Community Social and Rec Activ - High Intensity - Sunday,Very Remote,$216.63,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_404_0104_1_1,Access Community Social and Rec Activ - High Intensity - Public Holiday,National,$176.84,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_404_0104_1_1,Access Community Social and Rec Activ - High Intensity - Public Holiday,Remote,$247.58,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_404_0104_1_1,Access Community Social and Rec Activ - High Intensity - Public Holiday,Very Remote,$265.26,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_450_0125_1_1,Intensive and Complex Behaviour Supports - Weekday Daytime,National,$79.60,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_450_0125_1_1,Intensive and Complex Behaviour Supports - Weekday Daytime,Remote,$111.44,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_450_0125_1_1,Intensive and Complex Behaviour Supports - Weekday Daytime,Very Remote,$119.40,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_451_0125_1_1,Intensive and Complex Behaviour Supports - Weekday Evening,National,$87.70,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_451_0125_1_1,Intensive and Complex Behaviour Supports - Weekday Evening,Remote,$122.78,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_451_0125_1_1,Intensive and Complex Behaviour Supports - Weekday Evening,Very Remote,$131.55,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_452_0125_1_1,Intensive and Complex Behaviour Supports - Saturday,National,$112.01,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_452_0125_1_1,Intensive and Complex Behaviour Supports - Saturday,Remote,$156.81,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_452_0125_1_1,Intensive and Complex Behaviour Supports - Saturday,Very Remote,$168.02,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_453_0125_1_1,Intensive and Complex Behaviour Supports - Sunday,National,$144.42,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_453_0125_1_1,Intensive and Complex Behaviour Supports - Sunday,Remote,$202.19,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_453_0125_1_1,Intensive and Complex Behaviour Supports - Sunday,Very Remote,$216.63,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_454_0125_1_1,Intensive and Complex Behaviour Supports - Public Holiday,National,$176.84,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_454_0125_1_1,Intensive and Complex Behaviour Supports - Public Holiday,Remote,$247.58,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_454_0125_1_1,Intensive and Complex Behaviour Supports - Public Holiday,Very Remote,$265.26,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_450_0136_1_1,Intensive and Complex Behaviour Supports - Weekday Daytime,National,$79.60,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_450_0136_1_1,Intensive and Complex Behaviour Supports - Weekday Daytime,Remote,$111.44,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_450_0136_1_1,Intensive and Complex Behaviour Supports - Weekday Daytime,Very Remote,$119.40,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_451_0136_1_1,Intensive and Complex Behaviour Supports - Weekday Evening,National,$87.70,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_451_0136_1_1,Intensive and Complex Behaviour Supports - Weekday Evening,Remote,$122.78,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_451_0136_1_1,Intensive and Complex Behaviour Supports - Weekday Evening,Very Remote,$131.55,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_452_0136_1_1,Intensive and Complex Behaviour Supports - Saturday,National,$112.01,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_452_0136_1_1,Intensive and Complex Behaviour Supports - Saturday,Remote,$156.81,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_452_0136_1_1,Intensive and Complex Behaviour Supports - Saturday,Very Remote,$168.02,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_453_0136_1_1,Intensive and Complex Behaviour Supports - Sunday,National,$144.42,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_453_0136_1_1,Intensive and Complex Behaviour Supports - Sunday,Remote,$202.19,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_453_0136_1_1,Intensive and Complex Behaviour Supports - Sunday,Very Remote,$216.63,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_454_0136_1_1,Intensive and Complex Behaviour Supports - Public Holiday,National,$176.84,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_454_0136_1_1,Intensive and Complex Behaviour Supports - Public Holiday,Remote,$247.58,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_454_0136_1_1,Intensive and Complex Behaviour Supports - Public Holiday,Very Remote,$265.26,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_600_0104_6_1,Group Activities - High Intensity - Weekday Daytime,National,$79.60,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_600_0104_6_1,Group Activities - High Intensity - Weekday Daytime,Remote,$111.44,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_600_0104_6_1,Group Activities - High Intensity - Weekday Daytime,Very Remote,$119.40,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_601_0104_6_1,Group Activities - High Intensity - Weekday Evening,National,$87.70,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_601_0104_6_1,Group Activities - High Intensity - Weekday Evening,Remote,$122.78,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_601_0104_6_1,Group Activities - High Intensity - Weekday Evening,Very Remote,$131.55,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_602_0104_6_1,Group Activities - High Intensity - Saturday,National,$112.01,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_602_0104_6_1,Group Activities - High Intensity - Saturday,Remote,$156.81,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_602_0104_6_1,Group Activities - High Intensity - Saturday,Very Remote,$168.02,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_603_0104_6_1,Group Activities - High Intensity - Sunday,National,$144.42,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_603_0104_6_1,Group Activities - High Intensity - Sunday,Remote,$202.19,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_603_0104_6_1,Group Activities - High Intensity - Sunday,Very Remote,$216.63,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_604_0104_6_1,Group Activities - High Intensity - Public Holiday,National,$176.84,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_604_0104_6_1,Group Activities - High Intensity - Public Holiday,Remote,$247.58,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
04_604_0104_6_1,Group Activities - High Intensity - Public Holiday,Very Remote,$265.26,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 2
01_134_0117_8_1,Capacity Building and Training in Self-Management and Plan Management,National,$83.87,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 3
01_134_0117_8_1,Capacity Building and Training in Self-Management and Plan Management,Remote,$117.42,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 3
01_134_0117_8_1,Capacity Building and Training in Self-Management and Plan Management,Very Remote,$125.81,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 3
08_005_0106_2_3,Assistance With Accommodation And Tenancy Obligations,National,$83.87,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 3
08_005_0106_2_3,Assistance With Accommodation And Tenancy Obligations,Remote,$117.42,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 3
08_005_0106_2_3,Assistance With Accommodation And Tenancy Obligations,Very Remote,$125.81,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 3
09_006_0106_6_3,Life Transition Planning Incl. Mentoring Peer-Support And Indiv Skill Develop,National,$83.87,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 3
09_006_0106_6_3,Life Transition Planning Incl. Mentoring Peer-Support And Indiv Skill Develop,Remote,$117.42,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 3
09_006_0106_6_3,Life Transition Planning Incl. Mentoring Peer-Support And Indiv Skill Develop,Very Remote,$125.81,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 3
09_009_0117_6_3,Skills Development And Training,National,$83.87,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 3
09_009_0117_6_3,Skills Development And Training,Remote,$117.42,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 3
09_009_0117_6_3,Skills Development And Training,Very Remote,$125.81,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 3
10_016_0102_5_3,Employment Assistance,National,$83.87,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 3
10_016_0102_5_3,Employment Assistance,Remote,$117.42,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 3
10_016_0102_5_3,Employment Assistance,Very Remote,$125.81,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 3
11_024_0117_7_3,Individual Social Skills Development,National,$83.87,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 3
11_024_0117_7_3,Individual Social Skills Development,Remote,$117.42,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 3
11_024_0117_7_3,Individual Social Skills Development,Very Remote,$125.81,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 3
13_030_0102_4_3,Transition Through School And To Further Education,National,$83.87,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 3
13_030_0102_4_3,Transition Through School And To Further Education,Remote,$117.42,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 3
13_030_0102_4_3,Transition Through School And To Further Education,Very Remote,$125.81,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 3
15_038_0117_1_3,Training For Carers/Parents,National,$83.87,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 3
15_038_0117_1_3,Training For Carers/Parents,Remote,$117.42,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 3
15_038_0117_1_3,Training For Carers/Parents,Very Remote,$125.81,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level 3
07_101_0106_6_3,Psychosocial Recovery Coaching - Weekday Daytime,National,$110.44,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level
07_101_0106_6_3,Psychosocial Recovery Coaching - Weekday Daytime,Remote,$154.62,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level
07_101_0106_6_3,Psychosocial Recovery Coaching - Weekday Daytime,Very Remote,$165.66,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level
07_102_0106_6_3,Psychosocial Recovery Coaching - Weekday Evening,National,$121.68,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level
07_102_0106_6_3,Psychosocial Recovery Coaching - Weekday Evening,Remote,$170.35,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level
07_102_0106_6_3,Psychosocial Recovery Coaching - Weekday Evening,Very Remote,$182.52,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level
07_103_0106_6_3,Psychosocial Recovery Coaching - Weekday Night,National,$123.93,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level
07_103_0106_6_3,Psychosocial Recovery Coaching - Weekday Night,Remote,$173.50,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level
07_103_0106_6_3,Psychosocial Recovery Coaching - Weekday Night,Very Remote,$185.90,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level
07_104_0106_6_3,Psychosocial Recovery Coaching - Saturday,National,$155.41,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level
07_104_0106_6_3,Psychosocial Recovery Coaching - Saturday,Remote,$217.57,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level
07_104_0106_6_3,Psychosocial Recovery Coaching - Saturday,Very Remote,$233.12,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level
07_105_0106_6_3,Psychosocial Recovery Coaching - Sunday,National,$200.39,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level
07_105_0106_6_3,Psychosocial Recovery Coaching - Sunday,Remote,$280.55,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level
07_105_0106_6_3,Psychosocial Recovery Coaching - Sunday,Very Remote,$300.59,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level
07_106_0106_6_3,Psychosocial Recovery Coaching - Public Holiday,National,$245.36,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level
07_106_0106_6_3,Psychosocial Recovery Coaching - Public Holiday,Remote,$343.50,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level
07_106_0106_6_3,Psychosocial Recovery Coaching - Public Holiday,Very Remote,$368.04,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level
10_101_0106_6_3,Psychosocial Recovery Coaching - Weekday Daytime,National,$110.44,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level
10_101_0106_6_3,Psychosocial Recovery Coaching - Weekday Daytime,Remote,$154.62,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level
10_101_0106_6_3,Psychosocial Recovery Coaching - Weekday Daytime,Very Remote,$165.66,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level
15_300_0103_1_3,Assistive Technology Mentoring,National,$110.44,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level
15_300_0103_1_3,Assistive Technology Mentoring,Remote,$154.62,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level
15_300_0103_1_3,Assistive Technology Mentoring,Very Remote,$165.66,Hour,2026-07-01,2027-06-30,Schedule 1: Disability Support Workers,Disability Support Worker Level
04_599_0104_6_1,Centre Capital Cost,National,$2.71,Each,2026-07-01,2027-06-30,Schedule 2: Accommodation and Capital Costs,Centre Capital Costs
04_599_0104_6_1,Centre Capital Cost,Remote,$3.79,Each,2026-07-01,2027-06-30,Schedule 2: Accommodation and Capital Costs,Centre Capital Costs
04_599_0104_6_1,Centre Capital Cost,Very Remote,$4.07,Each,2026-07-01,2027-06-30,Schedule 2: Accommodation and Capital Costs,Centre Capital Costs
04_599_0133_5_1,Centre Capital Cost,National,$2.71,Each,2026-07-01,2027-06-30,Schedule 2: Accommodation and Capital Costs,Centre Capital Costs
04_599_0133_5_1,Centre Capital Cost,Remote,$3.79,Each,2026-07-01,2027-06-30,Schedule 2: Accommodation and Capital Costs,Centre Capital Costs
04_599_0133_5_1,Centre Capital Cost,Very Remote,$4.07,Each,2026-07-01,2027-06-30,Schedule 2: Accommodation and Capital Costs,Centre Capital Costs
04_599_0136_6_1,Centre Capital Cost,National,$2.71,Each,2026-07-01,2027-06-30,Schedule 2: Accommodation and Capital Costs,Centre Capital Costs
04_599_0136_6_1,Centre Capital Cost,Remote,$3.79,Each,2026-07-01,2027-06-30,Schedule 2: Accommodation and Capital Costs,Centre Capital Costs
04_599_0136_6_1,Centre Capital Cost,Very Remote,$4.07,Each,2026-07-01,2027-06-30,Schedule 2: Accommodation and Capital Costs,Centre Capital Costs
10_599_0133_5_3,Centre Capital Cost,National,$2.71,Each,2026-07-01,2027-06-30,Schedule 2: Accommodation and Capital Costs,Centre Capital Costs
10_599_0133_5_3,Centre Capital Cost,Remote,$3.79,Each,2026-07-01,2027-06-30,Schedule 2: Accommodation and Capital Costs,Centre Capital Costs
