support_item_number,support_item_name,jurisdiction,price,unit,quote,start_date_iso,end_date_iso,type
01_616_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Public Holiday,QLD,$265.20,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_616_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Public Holiday,SA,$265.20,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_616_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Public Holiday,TAS,$265.20,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_616_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Public Holiday,VIC,$265.20,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_616_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Public Holiday,WA,$265.20,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_616_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Public Holiday,Remote,$371.28,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_616_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Public Holiday,Very Remote,$397.80,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_617_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Weekday Night,ACT,$160.73,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_617_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Weekday Night,NSW,$160.73,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_617_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Weekday Night,NT,$160.73,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_617_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Weekday Night,QLD,$160.73,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_617_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Weekday Night,SA,$160.73,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_617_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Weekday Night,TAS,$160.73,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_617_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Weekday Night,VIC,$160.73,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_617_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Weekday Night,WA,$160.73,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_617_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Weekday Night,Remote,$225.02,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_617_0114_1_1,Delivery of Health Supports by a Clinical Nurse - Weekday Night,Very Remote,$241.10,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_618_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,ACT,$169.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_618_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,NSW,$169.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_618_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,NT,$169.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_618_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,QLD,$169.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_618_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,SA,$169.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_618_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,TAS,$169.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_618_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,VIC,$169.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_618_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,WA,$169.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_618_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,Remote,$236.82,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_618_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Daytime,Very Remote,$253.74,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_619_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,ACT,$186.63,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_619_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,NSW,$186.63,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_619_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,NT,$186.63,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_619_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,QLD,$186.63,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_619_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,SA,$186.63,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_619_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,TAS,$186.63,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_619_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,VIC,$186.63,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_619_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,WA,$186.63,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_619_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,Remote,$261.28,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_619_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Evening,Very Remote,$279.95,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_620_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,ACT,$241.52,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_620_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,NSW,$241.52,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_620_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,NT,$241.52,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_620_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,QLD,$241.52,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_620_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,SA,$241.52,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_620_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,TAS,$241.52,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_620_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,VIC,$241.52,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_620_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,WA,$241.52,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_620_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,Remote,$338.13,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_620_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Saturday,Very Remote,$362.28,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_621_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,ACT,$277.69,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_621_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,NSW,$277.69,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_621_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,NT,$277.69,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_621_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,QLD,$277.69,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_621_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,SA,$277.69,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_621_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,TAS,$277.69,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_621_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,VIC,$277.69,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_621_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,WA,$277.69,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_621_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,Remote,$388.77,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_621_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Sunday,Very Remote,$416.54,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_622_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,ACT,$313.86,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_622_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,NSW,$313.86,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_622_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,NT,$313.86,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_622_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,QLD,$313.86,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_622_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,SA,$313.86,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_622_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,TAS,$313.86,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_622_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,VIC,$313.86,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_622_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,WA,$313.86,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_622_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,Remote,$439.40,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_622_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Public Holiday,Very Remote,$470.79,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_623_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,ACT,$190.12,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_623_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,NSW,$190.12,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_623_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,NT,$190.12,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_623_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,QLD,$190.12,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_623_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,SA,$190.12,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_623_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,TAS,$190.12,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_623_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,VIC,$190.12,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_623_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,WA,$190.12,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_623_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,Remote,$266.17,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_623_0114_1_1,Delivery of Health Supports by a Clinical Nurse Consultant - Weekday Night,Very Remote,$285.18,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_624_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,ACT,$176.85,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_624_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,NSW,$176.85,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_624_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,NT,$176.85,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_624_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,QLD,$176.85,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_624_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,SA,$176.85,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_624_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,TAS,$176.85,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_624_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,VIC,$176.85,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_624_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,WA,$176.85,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_624_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,Remote,$247.59,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_624_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Daytime,Very Remote,$265.28,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_625_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,ACT,$195.09,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_625_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,NSW,$195.09,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_625_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,NT,$195.09,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_625_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,QLD,$195.09,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_625_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,SA,$195.09,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_625_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,TAS,$195.09,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_625_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,VIC,$195.09,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_625_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,WA,$195.09,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_625_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,Remote,$273.13,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_625_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Evening,Very Remote,$292.64,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_626_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Saturday,ACT,$252.51,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_626_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Saturday,NSW,$252.51,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_626_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Saturday,NT,$252.51,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_626_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Saturday,QLD,$252.51,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_626_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Saturday,SA,$252.51,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_626_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Saturday,TAS,$252.51,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_626_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Saturday,VIC,$252.51,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_626_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Saturday,WA,$252.51,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_626_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Saturday,Remote,$353.51,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_626_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Saturday,Very Remote,$378.77,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_627_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Sunday,ACT,$290.33,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_627_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Sunday,NSW,$290.33,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_627_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Sunday,NT,$290.33,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_627_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Sunday,QLD,$290.33,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_627_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Sunday,SA,$290.33,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_627_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Sunday,TAS,$290.33,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_627_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Sunday,VIC,$290.33,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_627_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Sunday,WA,$290.33,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_627_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Sunday,Remote,$406.46,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_627_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Sunday,Very Remote,$435.50,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_628_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,ACT,$328.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_628_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,NSW,$328.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_628_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,NT,$328.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_628_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,QLD,$328.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_628_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,SA,$328.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_628_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,TAS,$328.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_628_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,VIC,$328.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_628_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,WA,$328.16,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_628_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,Remote,$459.42,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_628_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Public Holiday,Very Remote,$492.24,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_629_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,ACT,$198.75,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_629_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,NSW,$198.75,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_629_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,NT,$198.75,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_629_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,QLD,$198.75,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_629_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,SA,$198.75,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_629_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,TAS,$198.75,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_629_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,VIC,$198.75,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_629_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,WA,$198.75,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_629_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,Remote,$278.25,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_629_0114_1_1,Delivery of Health Supports by a Nurse Practitioner - Weekday Night,Very Remote,$298.13,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_650_0118_1_3,Assessment Recommendation Therapy or Training - EC - Occupational Therapist,ACT,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_650_0118_1_3,Assessment Recommendation Therapy or Training - EC - Occupational Therapist,NSW,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_650_0118_1_3,Assessment Recommendation Therapy or Training - EC - Occupational Therapist,NT,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_650_0118_1_3,Assessment Recommendation Therapy or Training - EC - Occupational Therapist,QLD,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_650_0118_1_3,Assessment Recommendation Therapy or Training - EC - Occupational Therapist,SA,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_650_0118_1_3,Assessment Recommendation Therapy or Training - EC - Occupational Therapist,TAS,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_650_0118_1_3,Assessment Recommendation Therapy or Training - EC - Occupational Therapist,VIC,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_650_0118_1_3,Assessment Recommendation Therapy or Training - EC - Occupational Therapist,WA,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_650_0118_1_3,Assessment Recommendation Therapy or Training - EC - Occupational Therapist,Remote,$271.59,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_650_0118_1_3,Assessment Recommendation Therapy or Training - EC - Occupational Therapist,Very Remote,$290.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_653_0118_1_3,Assessment Recommendation Therapy or Training - EC - Speech Pathologist,ACT,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_653_0118_1_3,Assessment Recommendation Therapy or Training - EC - Speech Pathologist,NSW,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_653_0118_1_3,Assessment Recommendation Therapy or Training - EC - Speech Pathologist,NT,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_653_0118_1_3,Assessment Recommendation Therapy or Training - EC - Speech Pathologist,QLD,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_653_0118_1_3,Assessment Recommendation Therapy or Training - EC - Speech Pathologist,SA,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_653_0118_1_3,Assessment Recommendation Therapy or Training - EC - Speech Pathologist,TAS,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_653_0118_1_3,Assessment Recommendation Therapy or Training - EC - Speech Pathologist,VIC,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_653_0118_1_3,Assessment Recommendation Therapy or Training - EC - Speech Pathologist,WA,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_653_0118_1_3,Assessment Recommendation Therapy or Training - EC - Speech Pathologist,Remote,$271.59,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_653_0118_1_3,Assessment Recommendation Therapy or Training - EC - Speech Pathologist,Very Remote,$290.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_661_0128_1_3,Assessment Recommendation Therapy or Training Supports - Occupational Therapist,ACT,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_661_0128_1_3,Assessment Recommendation Therapy or Training Supports - Occupational Therapist,NSW,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_661_0128_1_3,Assessment Recommendation Therapy or Training Supports - Occupational Therapist,NT,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_661_0128_1_3,Assessment Recommendation Therapy or Training Supports - Occupational Therapist,QLD,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_661_0128_1_3,Assessment Recommendation Therapy or Training Supports - Occupational Therapist,SA,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_661_0128_1_3,Assessment Recommendation Therapy or Training Supports - Occupational Therapist,TAS,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_661_0128_1_3,Assessment Recommendation Therapy or Training Supports - Occupational Therapist,VIC,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_661_0128_1_3,Assessment Recommendation Therapy or Training Supports - Occupational Therapist,WA,$193.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_661_0128_1_3,Assessment Recommendation Therapy or Training Supports - Occupational Therapist,Remote,$271.59,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_661_0128_1_3,Assessment Recommendation Therapy or Training Supports - Occupational Therapist,Very Remote,$290.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_663_0118_1_3,Assessment Recommendation Therapy or Training - EC - Podiatrist,ACT,$188.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_663_0118_1_3,Assessment Recommendation Therapy or Training - EC - Podiatrist,NSW,$188.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_663_0118_1_3,Assessment Recommendation Therapy or Training - EC - Podiatrist,NT,$188.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_663_0118_1_3,Assessment Recommendation Therapy or Training - EC - Podiatrist,QLD,$188.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_663_0118_1_3,Assessment Recommendation Therapy or Training - EC - Podiatrist,SA,$188.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_663_0118_1_3,Assessment Recommendation Therapy or Training - EC - Podiatrist,TAS,$188.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_663_0118_1_3,Assessment Recommendation Therapy or Training - EC - Podiatrist,VIC,$188.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_663_0118_1_3,Assessment Recommendation Therapy or Training - EC - Podiatrist,WA,$188.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_663_0118_1_3,Assessment Recommendation Therapy or Training - EC - Podiatrist,Remote,$264.59,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_663_0118_1_3,Assessment Recommendation Therapy or Training - EC - Podiatrist,Very Remote,$283.49,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_663_0128_1_3,Assessment Recommendation Therapy or Training Supports - Podiatrist,ACT,$188.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_663_0128_1_3,Assessment Recommendation Therapy or Training Supports - Podiatrist,NSW,$188.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_663_0128_1_3,Assessment Recommendation Therapy or Training Supports - Podiatrist,NT,$188.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_663_0128_1_3,Assessment Recommendation Therapy or Training Supports - Podiatrist,QLD,$188.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
01_663_0128_1_3,Assessment Recommendation Therapy or Training Supports - Podiatrist,SA,$188.99,H,No,2025-07-01,9999-12-31,Price Limited Supports
